company,car type,year,engine volume,km,hand,gear box,color,current owner,price,gas,horse power
סיאט,אטקה,2017,1395,150000,2,אוטומטית,קפה מטאלי,פרטי,69000,בנזין,150
סיטרואן,C3,2019,1199,110748,1,אוטומטית,אפור כהה,חברה,75711,בנזין,110
סקודה,קודיאק,2020,1498,90001,1,אוטומטית,שנהב לבן,ליסינג,158528,בנזין,150
אאודי,A4,2022,1984,3100,1,אוטומטית,אפור כהה מטלי,חברה,318600,בנזין,265
רנו,גרנד קופה,2019,1461,147545,1,אוטומטית,כסף מטלי,ליסינג,82000,דיזל,110
ניסאן,קשקאי,2018,1197,71000,1,אוטומטית,כסף מטלי,-,97500,בנזין,115
סקודה,אוקטביה,2019,1498,102958,1,אוטומטית,שחור מטלי,חברה,95370,בנזין,150
ניסאן,סנטרה,2020,1798,73291,1,אוטומטית,שחור,ליסינג,74900,בנזין,124
יונדאי,I10,2021,1197,26893,1,אוטומטית,טורקיז מטאלי,ליסינג,75694,בנזין,84
שברולט,מאליבו,2017,1490,119319,1,אוטומטית,כסף מטלי,השכרה,71434,בנזין,160
שברולט,טראוורס,2020,3564,50000,1,אוטומטית,שחור,-,203520,בנזין,310
מאזדה,3,2019,1998,105170,1,אוטומטית,שחור,חברה,100632,בנזין,165
סיטרואן,C5 איירקרוס,2019,1499,133000,1,אוטומטית,אפור פלדה,-,80000,דיזל,130
מיצובישי,ספייס סטאר,2021,1193,45191,1,אוטומטית,שנהב לבן,ליסינג,72055,בנזין,71
קיה,סטוניק,2020,998,65766,1,אוטומטית,אפור,-,101900,בנזין,120
מיצובישי,אאוטלנדר,2019,1998,74200,1,אוטומטית,כסף מטלי,חברה,138540,בנזין,150
אאודי,A6,2018,2995,125125,1,אוטומטית,אפור מטל,-,309027,בנזין,340
דאצ'יה,לוגאן,2020,1461,64470,1,ידנית,שנהב לבן,ליסינג,63316,דיזל,95
רנו,מגאן,2019,1332,76570,1,אוטומטית,בז מטאלי,ליסינג,80500,בנזין,140
סיטרואן,ספייסטורר,2019,1199,98204,1,אוטומטית,אפור פלדה,חברה,105260,בנזין,130
טויוטה,קורולה,2019,1798,110875,1,אוטומטית,תכלת מטאלי,ליסינג,91800,בנזין,98
סקודה,קודיאק,2020,1498,64004,1,אוטומטית,שנהב לבן,חברה,159504,בנזין,150
פיג'ו,3008,2020,1199,83676,1,אוטומטית,אפור כהה,ליסינג,108511,בנזין,130
פיג'ו,208,2020,1199,68159,1,אוטומטית,אפור פלדה,חברה,73658,בנזין,110
קיה,פיקנטו,2021,1248,24680,1,אוטומטית,כסף,-,82555,בנזין,84
קיה,פיקנטו,2020,1248,51141,1,אוטומטית,שנהב לבן,ליסינג,72177,בנזין,84
אאודי,E-TRON,2020,0,97000,2,אוטומטית,לבן,-,355000,חשמל,408
טויוטה,קורולה,2020,1798,95822,1,אוטומטית,שחור מטלי,ליסינג,111926,בנזין,98
ב מ וו,סדרה 4,2022,1998,1040,1,אוטומטית,אפור כהה מטלי,-,459900,בנזין,255
סקודה,קארוק,2019,999,106000,1,אוטומטית,שנהב לבן,פרטי,110500,בנזין,115
טויוטה,קורולה,2019,1798,145904,1,אוטומטית,לבן,-,102092,בנזין,98
פורד,אדג',2017,1999,39916,1,אוטומטית,לבן,-,139900,בנזין,245
סקודה,קודיאק,2020,1498,68000,1,אוטומטית,אפור מטל,פרטי,165000,בנזין,150
מיצובישי,ספייס סטאר,2021,1193,26009,1,אוטומטית,שנהב לבן,ליסינג,72055,בנזין,71
ניסאן,קשקאי,2020,1461,99600,1,אוטומטית,לבן,ליסינג,107595,דיזל,115
מיצובישי,אאוטלנדר,2018,1998,105000,2,אוטומטית,חום בהיר,-,109900,בנזין,150
סקודה,קודיאק,2020,1498,102180,1,אוטומטית,אפור כהה,ליסינג,138296,בנזין,150
פיג'ו,3008,2020,1499,60115,1,אוטומטית,שנהב לבן,חברה,136740,דיזל,130
קיה,נירו,2020,1580,99126,1,אוטומטית,אפור,חברה,124034,בנזין,141
מיצובישי,אאוטלנדר,2019,1998,105705,1,אוטומטית,שחור,ליסינג,109124,בנזין,150
מרצדס,CLA,2023,1332,0,1,אוטומטית,לבן,חברה,328000,בנזין,136
אאודי,S3,2015,1984,85000,3,אוטומטית,אפור,פרטי,139900,בנזין,286
אאודי,Q3,2023,1498,0,1,אוטומטית,לבן,חברה,297352,בנזין,150
ניסאן,קשקאי,2019,1332,78251,1,אוטומטית,אפור מטל,-,125185,בנזין,159
פיאט,500,2016,1242,59000,2,ידנית,אפור כהה,פרטי,35000,בנזין,69
סקודה,אוקטביה,2020,1498,91294,1,אוטומטית,אפור מטל,ליסינג,99000,בנזין,150
אאודי,Q3,2022,1984,4300,1,אוטומטית,אפור כהה מטלי,חברה,278200,בנזין,190
יונדאי,איוניק,2019,1580,124799,1,אוטומטית,שחור,ליסינג,93507,בנזין,141
מרצדס,E-Class,2018,1991,92612,1,אוטומטית,שחור,השכרה,233000,בנזין,184
אם.ג'י - ‏MG,ZS,2021,0,50000,1,אוטומטית,תכלת,-,125800,חשמל,143
מיצובישי,אטראז,2020,1193,108521,1,אוטומטית,כסוף בהיר,ליסינג,66939,בנזין,80
סובארו,XV,2019,1600,91733,1,אוטומטית,אפור כהה,ליסינג,97667,בנזין,114
מרצדס,C-Class,2021,1991,16000,2,אוטומטית,לבן,-,325000,בנזין,258
רנו,קפצ'ור,2019,1197,87868,1,אוטומטית,אדום מטל,חברה,82598,בנזין,118
אאודי,A4,2022,1984,6000,1,אוטומטית,שנהב לבן,חברה,230000,בנזין,150
ניסאן,אקס טרייל,2019,1749,121832,1,אוטומטית,שנהב לבן,ליסינג,137785,דיזל,150
סקודה,סופרב,2020,1498,66030,1,אוטומטית,שחור מטלי,ליסינג,141000,בנזין,150
פיג'ו,2008,2019,1199,102770,1,אוטומטית,לבן,-,65601,בנזין,110
שברולט,מאליבו,2021,1490,37930,1,אוטומטית,כסף מטלי,חברה,147000,בנזין,163
שברולט,ספארק,2020,1399,45472,1,אוטומטית,שנהב לבן,ליסינג,66740,בנזין,98
אלפא רומיאו,TONALE,2023,1469,0,1,אוטומטית,לבן,חברה,269000,בנזין,160
קיה,פיקנטו,2020,1248,56916,1,אוטומטית,שחור,ליסינג,70485,בנזין,84
קיה,נירו,2019,1580,75387,1,אוטומטית,כחול,ליסינג,108050,בנזין,141
סיטרואן,C5 איירקרוס,2020,1499,92349,1,אוטומטית,לבן,-,112900,דיזל,130
סיאט,לאון,2012,1789,140000,2,אוטומטית,שנהב לבן,חברה,39000,בנזין,160
מאזדה,6,2018,1998,145712,1,אוטומטית,שנהב לבן,השכרה,80731,בנזין,165
פיג'ו,3008,2018,1560,106528,1,אוטומטית,אדום,חברה,102010,דיזל,120
קאדילאק,XT5,2021,3649,25000,1,אוטומטית,אפור כהה,חברה,297500,בנזין,310
מיצובישי,אטראז,2020,1193,77790,1,אוטומטית,אפור,ליסינג,70274,בנזין,80
יגואר,XE,2020,1997,47000,1,אוטומטית,שחור,פרטי,233900,בנזין,250
סיאט,איביזה,2020,999,60609,1,אוטומטית,שנהב לבן,ליסינג,77885,בנזין,115
שברולט,טראוורס,2018,3564,96445,1,אוטומטית,שנהב לבן,השכרה,145500,בנזין,281
קיה,פיקנטו,2019,1248,95500,1,אוטומטית,שחור,השכרה,70493,בנזין,84
יונדאי,אקסנט,2019,1368,100414,1,אוטומטית,כסף,ליסינג,69300,בנזין,100
דאצ'יה,דאסטר,2022,1332,12000,2,ידנית,אפור מטל,חברה,94900,בנזין,150
צ'רי,טיגו,2023,1598,0,1,אוטומטית,שנהב לבן,חברה,159000,בנזין,186
קאדילאק,XT6,2022,3649,0,1,אוטומטית,אפור כהה,-,369900,בנזין,310
מיצובישי,אאוטלנדר,2019,1998,116100,1,אוטומטית,אפור,חברה,128027,בנזין,150
פיג'ו,2008,2020,1199,72200,1,אוטומטית,אפור פלדה,חברה,69107,בנזין,110
טויוטה,קורולה,2020,1798,87003,1,אוטומטית,תכלת מטאלי,ליסינג,106300,בנזין,98
יונדאי,אקסנט,2020,1368,91072,1,אוטומטית,כסף,ליסינג,86443,בנזין,100
איסוזו,D-MAX,2023,1898,0,1,אוטומטית,שנהב לבן,חברה,285000,דיזל,163
שברולט,ספארק,2020,1399,113454,1,אוטומטית,שחור מטלי,השכרה,52655,בנזין,98
פולקסווגן,גולף,2019,999,78601,1,אוטומטית,כחול מטל,-,93900,בנזין,115
יונדאי,אקסנט,2019,1368,132542,1,אוטומטית,אפור מטל,-,65200,בנזין,100
קיה,נירו,2020,1580,106756,1,אוטומטית,כסף,ליסינג,101400,בנזין,141
טויוטה,קורולה,2019,1798,72833,2,אוטומטית,כסף מטלי,-,112900,בנזין,98
שברולט,ספארק,2020,1399,48007,1,אוטומטית,אפור מטל,ליסינג,71559,בנזין,98
אאודי,Q2,2023,1498,0,1,אוטומטית,שחור,חברה,204100,בנזין,150
סקודה,קודיאק,2019,1498,105675,1,אוטומטית,שחור מטלי,-,124300,בנזין,150
קיה,ספורטאז,2019,1999,60425,1,אוטומטית,לבן,-,106500,בנזין,155
סקודה,קודיאק,2020,1498,88340,1,אוטומטית,אפור כהה,ליסינג,134347,בנזין,150
קיה,ספורטאז,2020,1598,118251,1,אוטומטית,שנהב לבן,חברה,121054,דיזל,136
קיה,פיקנטו,2020,1248,55099,1,אוטומטית,שנהב לבן,ליסינג,71728,בנזין,84
סקודה,אוקטביה,2017,1197,146000,3,אוטומטית,אפור מטל,-,59000,בנזין,110
וולבו,XC90,2020,1969,69000,1,אוטומטית,שנהב לבן,פרטי,389000,חשמל/בנזין,389
סקודה,אוקטביה,2018,999,130960,1,אוטומטית,כסף מטלי,ליסינג,78500,בנזין,115
אינפיניטי,QX50,2016,3696,72000,2,אוטומטית,אפור מטל,-,107500,בנזין,320
סקודה,סופרב,2020,1498,93575,1,אוטומטית,אפור מטל,ליסינג,135500,בנזין,150
מיצובישי,אאוטלנדר,2019,1998,87198,1,אוטומטית,כסף מטלי,ליסינג,125715,בנזין,150
קיה,ספורטאז,2019,1999,103102,1,אוטומטית,כסף,-,107900,בנזין,155
ניסאן,קשקאי,2019,1332,64000,2,אוטומטית,שחור מטלי,חברה,99900,בנזין,159
פיאט,500X,2016,1598,103000,2,ידנית,אדום,-,43500,בנזין,110
יונדאי,טוסון,2019,1999,97115,1,אוטומטית,שנהב לבן,ליסינג,100100,בנזין,155
פיג'ו,2008,2019,1199,79148,1,אוטומטית,אפור פלדה,-,63543,בנזין,110
ב מ וו,X1,2019,1499,38000,2,אוטומטית,שחור,-,155900,בנזין,140
שברולט,בלייזר,2021,1997,26000,2,אוטומטית,אפור כהה,-,219900,בנזין,230
שברולט,טראוורס,2016,3564,111000,1,אוטומטית,בז,-,106000,בנזין,281
ג'יפ,גרנד שירוקי,2023,3604,0,1,אוטומטית,לבן,חברה,328000,בנזין,286
קיה,ספורטאז,2019,1999,82721,2,אוטומטית,כסף,-,111900,בנזין,155
פיג'ו,208,2020,1199,76349,1,אוטומטית,אפור כהה,-,55125,בנזין,110
קאדילאק,אסקלייד,2023,6162,0,1,אוטומטית,לבן,פרטי,925000,בנזין,420
סקודה,קודיאק,2019,1498,92282,1,אוטומטית,שחור,ליסינג,148940,בנזין,150
ג'יפ,קומפאס,2020,1368,25000,1,אוטומטית,כחול,-,145000,בנזין,170
סקודה,קודיאק,2018,1984,39502,1,אוטומטית,לבן,-,185500,בנזין,180
אאודי,A3,2023,1498,0,1,אוטומטית,שנהב לבן,פרטי,223010,בנזין,150
פיג'ו,3008,2020,1199,65385,1,אוטומטית,שנהב לבן,חברה,126940,בנזין,130
ניסאן,קשקאי,2019,1332,137638,1,אוטומטית,שנהב לבן,ליסינג,111068,בנזין,159
מיצובישי,אאוטלנדר,2017,1998,105000,1,אוטומטית,כסף,חברה,105000,בנזין,150
טויוטה,קורולה,2020,1798,70401,1,אוטומטית,כסף מטלי,ליסינג,118188,בנזין,98
סיאט,אטקה,2018,1395,70042,1,אוטומטית,אפור,-,107900,בנזין,150
ניסאן,אקס טרייל,2018,1995,167000,1,אוטומטית,לבן,-,120000,דיזל,177
אאודי,SQ7,2018,3956,160000,2,אוטומטית,שחור מטלי,-,419900,דיזל,435
פורד,קוגה,2018,1498,136000,1,אוטומטית,כסף מטלי,חברה,79780,בנזין,182
מיצובישי,אאוטלנדר,2019,1998,131435,1,אוטומטית,אפור,ליסינג,128089,בנזין,150
אאודי,E-TRON,2022,0,7876,1,אוטומטית,שנהב לבן,חברה,479000,חשמל,408
פיג'ו,208,2020,1199,59327,1,אוטומטית,שנהב לבן,ליסינג,62989,בנזין,110
מיצובישי,אאוטלנדר,2019,1998,77890,1,אוטומטית,שנהב לבן,חברה,126648,בנזין,150
שברולט,ספארק,2018,1399,101769,1,אוטומטית,שנהב לבן,השכרה,63984,בנזין,98
שברולט,ספארק,2020,1399,103992,1,אוטומטית,שנהב לבן,השכרה,52655,בנזין,98
יונדאי,I10,2021,1197,10206,1,אוטומטית,שנהב לבן,ליסינג,78397,בנזין,84
קיה,סטוניק,2019,998,110895,1,אוטומטית,אפור,חברה,81686,בנזין,120
אאודי,A1,2018,1395,75810,1,אוטומטית,לבן,-,108900,בנזין,125
טויוטה,קורולה,2019,1798,83073,1,אוטומטית,שנהב לבן,ליסינג,100700,בנזין,98
סיטרואן,ספייסטורר,2020,1199,74458,1,אוטומטית,שנהב לבן,חברה,114013,בנזין,130
מאזדה,6,2018,1998,129164,1,אוטומטית,שנהב לבן,השכרה,82586,בנזין,165
קיה,ספורטאז,2020,1999,96096,1,אוטומטית,שחור,ליסינג,111700,בנזין,155
קיה,פיקנטו,2018,1248,44700,2,אוטומטית,כסוף כהה,-,66900,בנזין,84
סקודה,קודיאק,2020,1498,85370,1,אוטומטית,שחור מטלי,ליסינג,135227,בנזין,150
סקודה,אוקטביה,2019,1498,77391,1,אוטומטית,אפור מטל,ליסינג,95100,בנזין,150
מאזדה,3,2021,1998,80100,1,אוטומטית,כסף,השכרה,100848,בנזין,165
מיצובישי,ASX,2019,1998,107086,1,אוטומטית,שנהב לבן,חברה,93739,בנזין,150
סיאט,ארונה,2020,999,114100,1,אוטומטית,שנהב לבן,ליסינג,82603,בנזין,115
קיה,סיד,2019,1353,70044,1,אוטומטית,אפור,חברה,83521,בנזין,140
סקודה,אוקטביה,2020,1498,87190,1,אוטומטית,שנהב לבן,חברה,115466,בנזין,150
סקודה,אוקטביה,2019,1498,119714,1,אוטומטית,אפור מטל,-,108210,בנזין,150
פיג'ו,3008,2018,1997,85000,1,אוטומטית,אפור ברונזה,חברה,125000,דיזל,181
קיה,נירו,2018,1580,85871,1,אוטומטית,לבן,-,106900,בנזין,141
ב מ וו,סדרה 7,2017,1998,150000,3,אוטומטית,אפור,חברה,209900,חשמל/בנזין,326
אאודי,A6,2016,1798,152000,1,אוטומטית,שחור מטלי,פרטי,120500,בנזין,190
קיה,סטוניק,2020,998,99748,1,אוטומטית,שנהב לבן,חברה,98973,בנזין,120
טויוטה,קאמרי,2015,2494,131000,2,אוטומטית,שחור,-,68000,בנזין,200
סקודה,קודיאק,2019,1498,117022,1,אוטומטית,אפור כהה,ליסינג,128143,בנזין,150
איסוזו,PICK-UP,2019,1898,69872,1,אוטומטית,כסף מטלי,השכרה,179500,דיזל,163
קיה,ספורטאז,2018,1591,85000,1,אוטומטית,אפור,-,109900,בנזין,177
קיה,סטוניק,2020,998,56305,1,אוטומטית,כסף,ליסינג,92514,בנזין,120
מיצובישי,אאוטלנדר,2016,1998,93000,3,אוטומטית,שנהב לבן,פרטי,108000,בנזין,150
יונדאי,טוסון,2016,1999,163000,2,אוטומטית,אפור,חברה,70000,בנזין,155
ניסאן,אקס טרייל,2017,1598,132000,1,אוטומטית,שנהב לבן,חברה,94000,דיזל,130
יונדאי,אקסנט,2019,1368,74554,1,אוטומטית,שנהב לבן,חברה,87119,בנזין,100
אלפא רומיאו,GIULIETTA,2017,1368,109000,2,אוטומטית,שחור,-,83400,בנזין,170
שברולט,אקווינוקס,2019,1490,107326,1,אוטומטית,שנהב לבן,חברה,134056,בנזין,170
קיה,פיקנטו,2020,1248,80947,1,אוטומטית,שחור,השכרה,61285,בנזין,84
וולבו,XC40,2019,1969,19690,1,אוטומטית,שחור,ליסינג,226900,בנזין,247
פיג'ו,208,2020,1199,72863,1,אוטומטית,אפור כהה,-,55125,בנזין,110
סיאט,אטקה,2019,1395,138679,1,אוטומטית,לבן,-,91654,בנזין,150
ג'יפ,רנגלר,2023,1995,0,1,אוטומטית,לבן,חברה,399900,בנזין,272
יגואר,E-PACE,2019,1997,75900,2,אוטומטית,שנהב לבן,חברה,167000,בנזין,249
פיג'ו,3008,2017,1560,116271,1,אוטומטית,חום,חברה,92718,דיזל,120
קיה,נירו,2020,1580,112143,1,אוטומטית,שנהב לבן,חברה,123972,בנזין,141
