company,car type,year,engine volume,km,hand,gear box,color,current owner,price,gas,horse power
רנו,מגאן,2019,1461,111586,1,אוטומטית,שחור מטלי,ליסינג,81500,דיזל,116
פיג'ו,208,2020,1199,50951,1,אוטומטית,אפור כהה,השכרה,57572,בנזין,110
אאודי,A5,2023,1984,0,1,אוטומטית,שנהב לבן,חברה,386983,בנזין,150
יונדאי,איוניק,2018,1580,91837,2,אוטומטית,כסוף כהה,פרטי,96900,בנזין,141
סקודה,סופרב,2020,1498,57000,4,אוטומטית,שנהב לבן,פרטי,135000,בנזין,150
קיה,סלטוס,2021,1999,17309,1,אוטומטית,כחול כהה,פרטי,132900,בנזין,149
סקודה,אוקטביה,2015,1197,90000,2,אוטומטית,קפה מטאלי,פרטי,64700,בנזין,105
קיה,פיקנטו,2020,1248,48844,1,אוטומטית,כסף,חברה,78900,בנזין,84
פיג'ו,3008,2020,1499,59292,1,אוטומטית,אפור כהה,-,144900,דיזל,130
מיצובישי,אקליפס,2018,1499,67002,1,אוטומטית,שנהב לבן,חברה,112900,בנזין,163
סובארו,פורסטר,2019,2498,115000,1,אוטומטית,לבן,חברה,119900,בנזין,182
קיה,פיקנטו,2020,1248,63109,1,אוטומטית,שנהב לבן,השכרה,72878,בנזין,84
יונדאי,טוסון,2019,1999,77000,1,אוטומטית,בז מטאלי,פרטי,119900,בנזין,155
סיטרואן,C4 פיקאסו,2011,1598,174740,3,אוטומטית,אפור,-,15000,בנזין,156
קיה,ספורטאז,2019,1591,40475,1,אוטומטית,שחור,פרטי,124900,בנזין,177
קיה,נירו,2019,1580,71000,1,אוטומטית,אדום,פרטי,119900,בנזין,141
יונדאי,טוסון,2016,1999,115000,2,אוטומטית,כסף,פרטי,95000,בנזין,155
יונדאי,איוניק,2020,1580,71954,1,אוטומטית,כסוף כהה,ליסינג,110721,בנזין,141
שברולט,ספארק,2020,1399,32776,1,אוטומטית,לבן,חברה,81900,בנזין,98
ניסאן,קשקאי,2017,1197,100000,3,אוטומטית,כסף מטלי,חברה,64900,בנזין,115
מיצובישי,ASX,2019,1998,71402,1,אוטומטית,שנהב לבן,השכרה,85629,בנזין,150
פורד,אדג',2016,1999,142463,1,אוטומטית,שנהב לבן,פרטי,93900,בנזין,245
יונדאי,איוניק,2019,1580,63462,1,אוטומטית,שחור,ליסינג,100790,בנזין,141
ניסאן,סנטרה,2020,1798,56660,1,אוטומטית,לבן,השכרה,79900,בנזין,124
קיה,ספורטאז,2020,1598,150906,1,אוטומטית,לבן,ליסינג,89900,דיזל,136
קיה,פיקנטו,2018,1248,81280,1,אוטומטית,שנהב לבן,פרטי,74900,בנזין,84
שברולט,ספארק,2020,1399,71536,1,אוטומטית,שחור מטלי,השכרה,59970,בנזין,98
מאזדה,CX-5,2020,1998,75438,1,אוטומטית,כסף,ליסינג,127317,בנזין,165
הונדה,HR-V,2019,1498,67039,1,אוטומטית,שנהב לבן,חברה,100900,בנזין,131
מאזדה,3,2020,1998,81204,1,אוטומטית,שחור,השכרה,94458,בנזין,165
יונדאי,איוניק,2019,1580,91016,1,אוטומטית,שנהב לבן,ליסינג,111640,בנזין,141
מאזדה,CX-5,2018,2488,67963,1,אוטומטית,שנהב לבן,פרטי,150900,בנזין,195
יונדאי,איוניק,2020,1580,75882,1,אוטומטית,שחור,ליסינג,110721,בנזין,141
קיה,נירו,2019,1580,82300,1,אוטומטית,שנהב לבן,פרטי,119900,בנזין,141
קיה,פיקנטו,2020,1248,72701,1,אוטומטית,שנהב לבן,השכרה,66325,בנזין,84
יונדאי,סונטה,2017,1999,142000,2,אוטומטית,שנהב לבן,חברה,98000,בנזין,154
טויוטה,קורולה,2020,1798,78182,1,אוטומטית,כסף מטלי,ליסינג,117408,בנזין,98
סיטרואן,C5 איירקרוס,2020,1499,76000,2,אוטומטית,שנהב לבן,פרטי,104900,דיזל,130
פולקסווגן,טיגואן,2018,1395,69000,1,אוטומטית,אפור כהה מטלי,פרטי,92000,בנזין,150
קיה,פיקנטו,2020,1248,35835,1,אוטומטית,כסף,חברה,81900,בנזין,84
ב מ וו,X1,2019,1499,67515,1,אוטומטית,שנהב לבן,פרטי,174000,בנזין,140
סקודה,קארוק,2019,1498,46000,1,אוטומטית,אפור פלדה,חברה,125000,בנזין,150
קיה,נירו,2018,1580,127000,1,אוטומטית,שנהב לבן,פרטי,104000,בנזין,141
מיצובישי,אטראז,2020,1193,72702,1,אוטומטית,כסוף בהיר,ליסינג,66160,בנזין,80
מיצובישי,ספייס סטאר,2021,1193,44333,1,אוטומטית,שנהב לבן,ליסינג,69535,בנזין,80
מאזדה,CX-30,2021,1998,44254,1,אוטומטית,שנהב לבן,פרטי,142900,בנזין,165
יונדאי,טוסון,2021,1598,38913,1,אוטומטית,שנהב לבן,ליסינג,161935,בנזין,180
פיג'ו,3008,2019,1199,109963,1,אוטומטית,שנהב לבן,ליסינג,95728,בנזין,130
קיה,נירו,2016,1580,50064,1,אוטומטית,כחול,פרטי,93900,בנזין,141
שברולט,אקווינוקס,2021,1490,19000,1,אוטומטית,שחור,פרטי,158600,בנזין,170
סוזוקי,SX4,2015,1586,246000,3,אוטומטית,שנהב לבן,חברה,51000,בנזין,118
פיג'ו,3008,2019,1199,80000,2,אוטומטית,אפור כהה,פרטי,96900,בנזין,130
שברולט,טרייל בלייזר,2023,1341,0,1,אוטומטית,אפור מטל,חברה,169000,בנזין,155
יונדאי,I10,2021,1197,18783,1,אוטומטית,שנהב לבן,ליסינג,76059,בנזין,84
פיג'ו,308,2009,1598,158000,5,אוטומטית,כחול,פרטי,13000,בנזין,120
יונדאי,טוסון,2020,1591,21753,1,אוטומטית,כסף,חברה,153900,בנזין,177
יונדאי,I10,2020,1197,43838,1,אוטומטית,כסף,ליסינג,68044,בנזין,84
סיאט,אטקה,2019,1498,33000,1,אוטומטית,שנהב לבן,פרטי,125700,בנזין,150
יונדאי,I10,2020,1197,15410,1,אוטומטית,כסף,ליסינג,72746,בנזין,84
פיג'ו,108,2016,998,92000,1,אוטומטית,אדום,פרטי,39900,בנזין,69
סוזוקי,קרוסאובר,2020,1373,84000,2,אוטומטית,כחול פנינה,חברה,91600,בנזין,140
סקודה,קארוק,2020,1498,89500,1,אוטומטית,אפור כהה,פרטי,119900,בנזין,150
אאודי,A8,2019,2995,69340,2,אוטומטית,אפור מטל,-,389900,בנזין,340
אאודי,Q2,2020,1498,92000,1,אוטומטית,שנהב לבן,פרטי,142900,בנזין,150
פיג'ו,5008,2013,1598,162000,2,אוטומטית,אפור,חברה,20000,בנזין,156
מיצובישי,אאוטלנדר,2017,1998,107976,2,אוטומטית,כסף,-,96900,בנזין,150
טויוטה,C-HR,2019,1798,71000,2,אוטומטית,כסוף כהה מטלי,פרטי,117900,בנזין,98
קיה,סיד,2019,1598,106006,1,אוטומטית,לבן,-,80400,דיזל,136
יונדאי,טוסון,2016,1999,137000,2,אוטומטית,אפור,חברה,88000,בנזין,155
מיצובישי,אאוטלנדר,2019,2360,81281,1,אוטומטית,שנהב לבן,פרטי,163900,חשמל/בנזין,135
קיה,נירו,2019,1580,127749,1,אוטומטית,שנהב לבן,חברה,113900,חשמל/בנזין,105
מאזדה,CX-5,2023,1998,0,1,אוטומטית,שנהב לבן,ליסינג,182900,בנזין,165
סקודה,קודיאק,2019,1498,93000,1,אוטומטית,כסף מטלי,חברה,157000,בנזין,150
מיצובישי,ASX,2019,1998,73913,1,אוטומטית,שנהב לבן,ליסינג,95444,בנזין,150
שברולט,ספארק,2019,1399,89500,1,אוטומטית,אפור מטל,פרטי,69000,בנזין,98
קיה,פיקנטו,2020,1248,33000,1,אוטומטית,כסף,פרטי,81900,בנזין,84
סיטרואן,C3,2018,1199,41065,1,אוטומטית,בז,פרטי,72900,בנזין,110
קיה,נירו,2018,1580,57881,1,אוטומטית,אפור,פרטי,113900,בנזין,141
קיה,ספורטאז,2019,1999,53900,1,אוטומטית,כסוף כהה,פרטי,124900,בנזין,155
ניסאן,קשקאי,2020,1332,42125,1,אוטומטית,כסף מטלי,-,127900,בנזין,159
ניסאן,אקס טרייל,2017,1598,100000,2,אוטומטית,לבן,-,109900,דיזל,130
סובארו,פורסטר,2023,2498,0,1,אוטומטית,שנהב לבן,חברה,204900,בנזין,182
קיה,נירו,2019,1580,50090,1,אוטומטית,כסף,חברה,121900,בנזין,141
מאזדה,CX-5,2015,1998,142893,2,אוטומטית,כחול,פרטי,81900,בנזין,155
סיאט,אטקה,2019,1498,119457,1,אוטומטית,אפור,ליסינג,115281,בנזין,150
הונדה,סיוויק,2016,1798,65720,1,אוטומטית,אפור בהיר מטלי,פרטי,65900,בנזין,142
קיה,נירו,2017,1580,91200,2,אוטומטית,כסף,פרטי,96900,בנזין,141
סיאט,איביזה,2017,999,107000,1,אוטומטית,שחור מטלי,פרטי,49500,בנזין,110
קיה,פיקנטו,2017,1248,11000,1,אוטומטית,כסוף כהה,פרטי,74900,בנזין,84
פולקסווגן,פולו,2021,999,42500,1,אוטומטית,שנהב לבן,פרטי,111000,בנזין,110
סיאט,איביזה,2019,999,48500,1,אוטומטית,שנהב לבן,פרטי,92000,בנזין,115
יונדאי,איוניק,2020,1580,115796,1,אוטומטית,שנהב לבן,ליסינג,99300,בנזין,141
פולקסווגן,טיגואן,2019,1984,66447,2,אוטומטית,שנהב לבן,חברה,134900,בנזין,190
קיה,פיקנטו,2018,1248,90000,1,אוטומטית,שנהב לבן,חברה,71900,בנזין,84
שברולט,ספארק,2019,1399,82428,1,אוטומטית,לבן,חברה,60900,בנזין,98
פולקסווגן,גולף,2019,1498,13000,1,אוטומטית,אפור כהה מטלי,פרטי,118000,בנזין,150
קיה,סטוניק,2020,998,37000,1,אוטומטית,כסף,פרטי,107900,בנזין,120
קיה,ספורטאז,2017,1999,101604,3,אוטומטית,שחור,פרטי,89900,בנזין,155
סקודה,קודיאק,2019,1968,108000,1,אוטומטית,שנהב לבן,פרטי,146500,דיזל,150
סיאט,ATECA ‏XPERIENCE,2021,1498,19000,1,אוטומטית,שנהב לבן,חברה,142500,בנזין,150
סיאט,ארונה,2020,999,66000,2,אוטומטית,שנהב לבן,פרטי,93300,בנזין,115
מאזדה,2,2020,1496,63248,1,אוטומטית,שחור,ליסינג,84000,בנזין,116
יונדאי,איוניק,2020,1580,110767,1,אוטומטית,שנהב לבן,ליסינג,103575,בנזין,141
ניסאן,קשקאי,2019,1461,61640,1,אוטומטית,כסף מטלי,פרטי,114900,דיזל,115
טויוטה,קורולה,2019,1798,63537,1,אוטומטית,שחור מטלי,ליסינג,119095,בנזין,98
פיג'ו,3008,2019,1199,146810,1,אוטומטית,שנהב לבן,פרטי,81900,בנזין,130
אופל,קורסה,2021,1199,50517,1,אוטומטית,אדום,ליסינג,88015,בנזין,100
טסלה,מודל 3,2022,0,2,1,אוטומטית,שחור,חברה,247017,חשמל,498
יונדאי,טוסון,2021,1598,43000,1,אוטומטית,אפור מטל,פרטי,189900,דיזל,135
פורד,פוקוס,2013,1999,76303,3,אוטומטית,אפור כהה,פרטי,31900,בנזין,170
רנו,מגאן,2019,1461,95110,1,אוטומטית,כסף מטלי,ליסינג,82200,דיזל,116
קיה,נירו,2018,1580,110753,2,אוטומטית,שנהב לבן,פרטי,94900,בנזין,141
קיה,נירו,2019,1580,80778,1,אוטומטית,טורקיז,חברה,127900,חשמל/בנזין,105
טויוטה,קורולה,2021,1798,55014,1,אוטומטית,שחור מטלי,ליסינג,122597,בנזין,98
סקודה,קודיאק,2018,1395,116000,1,אוטומטית,שחור,חברה,137000,בנזין,150
טויוטה,פריוס,2020,1798,110019,1,אוטומטית,שנהב לבן,ליסינג,109036,בנזין,98
שברולט,ספארק,2020,1399,59507,1,אוטומטית,כסף מטלי,השכרה,59698,בנזין,98
קיה,פיקנטו,2014,1248,87000,1,אוטומטית,כסוף כהה,חברה,50900,בנזין,85
מיצובישי,אקליפס,2018,1499,43000,2,אוטומטית,שנהב לבן,פרטי,105000,בנזין,163
קיה,ספורטאז,2020,1591,62030,1,אוטומטית,שנהב לבן,פרטי,131900,בנזין,177
שברולט,טרייל בלייזר,2023,1341,0,1,אוטומטית,לבן,חברה,175000,בנזין,155
שברולט,ספארק,2020,1399,31000,1,אוטומטית,אפור מטל,פרטי,77000,בנזין,98
קיה,סטוניק,2022,998,4215,1,אוטומטית,כסף,חברה,118900,בנזין,100
מיצובישי,אטראז,2020,1193,69810,1,אוטומטית,שנהב לבן,ליסינג,66160,בנזין,80
סיאט,לאון,2016,1798,85000,5,אוטומטית,שנהב לבן,פרטי,89900,בנזין,180
סקודה,קודיאק,2018,1984,103000,1,אוטומטית,בז,פרטי,135900,בנזין,180
ניסאן,אקס טרייל,2016,1598,124442,2,אוטומטית,לבן,-,101900,דיזל,130
סיאט,ארונה,2020,999,70000,1,אוטומטית,לבן,-,101500,בנזין,115
ב מ וו,סדרה 4,2022,1998,35000,1,אוטומטית,כחול,פרטי,425000,בנזין,258
קיה,פיקנטו,2021,1197,14000,1,אוטומטית,אפור,חברה,78900,בנזין,84
מיצובישי,אטראז,2020,1193,42000,1,אוטומטית,שנהב לבן,פרטי,74700,בנזין,80
צ'רי,טיגו,2023,1598,0,1,אוטומטית,שחור מטלי,חברה,163000,בנזין,186
טויוטה,קורולה,2019,1798,90990,1,אוטומטית,שנהב לבן,ליסינג,107637,בנזין,98
סובארו,פורסטר,2017,1995,77000,2,אוטומטית,אפור כהה,פרטי,102000,בנזין,150
קיה,נירו,2019,1580,112990,1,אוטומטית,שנהב לבן,ליסינג,99730,בנזין,141
יונדאי,I30,2018,1353,94257,1,אוטומטית,שחור,ליסינג,71600,בנזין,140
קיה,קרניבל,2016,3342,135697,1,אוטומטית,אפור,פרטי,117900,בנזין,276
אאודי,A3,2022,1498,10000,1,אוטומטית,שחור,חברה,198500,בנזין,150
יונדאי,טוסון,2016,1999,101256,2,אוטומטית,שנהב לבן,חברה,92900,בנזין,155
סיטרואן,C4 פיקאסו,2017,1598,121000,2,אוטומטית,אפור כהה,פרטי,63500,בנזין,165
שברולט,ספארק,2019,1399,71800,1,אוטומטית,שחור מטלי,פרטי,68900,בנזין,98
סקודה,סופרב,2019,1498,95997,1,אוטומטית,שנהב לבן,ליסינג,130300,בנזין,150
יונדאי,איוניק,2021,1580,31156,2,אוטומטית,כסוף כהה,פרטי,122900,בנזין,141
הונדה,HR-V,2019,1498,74956,2,אוטומטית,אפור כהה מטלי,פרטי,109900,בנזין,131
פורשה,מקאן,2015,3604,124000,2,אוטומטית,שחור מטלי,חברה,255000,בנזין,400
טויוטה,אייגו,2021,998,22379,1,אוטומטית,שנהב לבן,חברה,83900,בנזין,72
טויוטה,קורולה,2019,1798,47972,1,אוטומטית,שנהב לבן,ליסינג,112766,בנזין,98
יונדאי,I10,2020,1197,25060,1,אוטומטית,שנהב לבן,ליסינג,73247,בנזין,84
פולקסווגן,גולף,2019,1498,99915,1,אוטומטית,שנהב לבן,ליסינג,105000,בנזין,150
רנו,קליאו,2020,999,53618,2,ידנית,כתום,חברה,68000,בנזין,101
מרצדס,CLA,2023,1332,0,1,אוטומטית,שחור,חברה,275000,בנזין,136
יונדאי,טוסון,2021,1598,10735,1,אוטומטית,שנהב לבן,ליסינג,163510,בנזין,180
פיג'ו,3008,2017,1598,119600,2,אוטומטית,לבן,-,104900,בנזין,165
דאצ'יה,SPRING,2023,0,0,1,אוטומטית,שנהב לבן,חברה,119900,חשמל,45
מיצובישי,ASX,2019,1998,63302,1,אוטומטית,שנהב לבן,ליסינג,89013,בנזין,150
גילי,גיאומטרי,2023,0,0,1,אוטומטית,כחול בהיר,ליסינג,163900,חשמל,204
אאודי,Q3,2020,1984,80243,1,אוטומטית,שנהב לבן,ליסינג,209752,בנזין,190
סקודה,אוקטביה,2019,999,144000,2,אוטומטית,כסף מטלי,-,84900,בנזין,115
מיצובישי,ספייס סטאר,2020,1193,76416,1,אוטומטית,אפור,השכרה,55873,בנזין,80
מרצדס,A-Class,2021,1332,60000,3,אוטומטית,שחור,פרטי,199900,בנזין,136
יונדאי,I10,2020,1197,69233,1,אוטומטית,כסף,פרטי,72900,בנזין,84
מאזדה,2,2023,1496,0,1,אוטומטית,שנהב לבן,חברה,112900,בנזין,116
סקודה,סופרב,2019,1498,72407,1,אוטומטית,אפור מטל,ליסינג,136100,בנזין,150
קיה,ספורטאז,2019,1598,71245,1,אוטומטית,שנהב לבן,פרטי,110900,דיזל,136
קיה,סטוניק,2019,1368,102414,1,אוטומטית,שנהב לבן,השכרה,73875,בנזין,100
מיצובישי,אטראז,2020,1193,74255,1,אוטומטית,כסוף בהיר,ליסינג,66160,בנזין,80
ב מ וו,סדרה 5,2018,1998,93000,4,אוטומטית,לבן,פרטי,192000,בנזין,184
קיה,סטוניק,2020,998,47634,2,אוטומטית,שנהב לבן,פרטי,96900,בנזין,120
יונדאי,I10,2019,1248,81164,2,אוטומטית,שנהב לבן,חברה,66900,בנזין,87
מיצובישי,ASX,2019,1998,70340,1,אוטומטית,שחור,ליסינג,86400,בנזין,150
יונדאי,איוניק,2021,1580,115340,1,אוטומטית,שנהב לבן,ליסינג,123775,בנזין,141
קיה,נירו,2020,1580,73000,1,אוטומטית,אדום,פרטי,125900,בנזין,141
ב מ וו,X1 ‏SDRIVE18I,2023,1499,0,1,אוטומטית,שנהב לבן,חברה,285000,בנזין,136
קיה,ספורטאז,2020,1999,43408,1,אוטומטית,שחור,פרטי,132900,בנזין,155
יונדאי,קונה,2019,1591,65964,1,אוטומטית,אפור,פרטי,104900,בנזין,177
יונדאי,I10,2020,1197,24116,1,אוטומטית,כסף,ליסינג,72622,בנזין,84
יונדאי,טוסון,2020,1999,57009,1,אוטומטית,כסף,ליסינג,143875,בנזין,155
שברולט,ספארק,2020,1399,16009,1,אוטומטית,אפור מטל,פרטי,84900,בנזין,98
קיה,פיקנטו,2020,1248,60965,1,אוטומטית,אדום,חברה,79900,בנזין,84
סקודה,סופרב,2020,1498,80290,1,אוטומטית,שנהב לבן,ליסינג,143934,בנזין,150
קיה,פיקנטו,2017,1248,62000,1,אוטומטית,שחור,חברה,70900,בנזין,84
קיה,פיקנטו,2020,1248,20726,1,אוטומטית,כסף,פרטי,84900,בנזין,84
ב מ וו,X1,2017,1499,76000,2,אוטומטית,שחור,פרטי,122300,בנזין,136
סקודה,קארוק,2020,1498,98665,1,אוטומטית,כסף מטלי,חברה,115312,בנזין,150
סקודה,קארוק,2020,1498,86716,1,אוטומטית,שחור מטלי,ליסינג,113577,בנזין,150
סקודה,קודיאק,2019,1984,83062,2,אוטומטית,חום כהה,חברה,177900,בנזין,190
אאודי,Q3,2016,1395,87000,2,אוטומטית,אפור מטל,פרטי,100000,בנזין,150
מקסוס,איוניק 6,2022,0,19000,1,אוטומטית,שנהב לבן,חברה,204500,חשמל,174
סובארו,XV,2019,1995,101306,1,אוטומטית,אפור כהה,ליסינג,123610,בנזין,152
פיג'ו,3008,2017,1598,57000,2,אוטומטית,אפור כהה,פרטי,111900,בנזין,165
סובארו,XV,2020,1995,88255,1,אוטומטית,שנהב לבן,פרטי,124900,בנזין,152
קיה,סטוניק,2019,998,84756,1,אוטומטית,אפור,ליסינג,82415,בנזין,120
קיה,ספורטאז,2017,1591,93391,1,אוטומטית,אדום,פרטי,86900,בנזין,132
ב מ וו,X1 ‏SDRIVE18I,2023,1499,0,1,אוטומטית,שנהב לבן,חברה,285000,בנזין,136
ניסאן,קשקאי,2020,1461,100757,1,אוטומטית,שחור מטלי,חברה,99900,דיזל,115
ב מ וו,סדרה 5,2021,1998,70000,2,אוטומטית,אפור מטל,פרטי,385000,חשמל/בנזין,184
קיה,סטוניק,2019,998,69417,1,אוטומטית,אפור,ליסינג,83844,בנזין,120
סיאט,ארונה,2018,999,76000,1,אוטומטית,שנהב לבן,פרטי,85000,בנזין,115
פיג'ו,508,2012,1598,123000,2,אוטומטית,אפור,חברה,9900,בנזין,156
מיצובישי,אטראז,2020,1193,71342,1,אוטומטית,כסוף בהיר,ליסינג,66171,בנזין,80
סקודה,קאמיק,2021,1498,54000,1,אוטומטית,כחול פחם מטלי,חברה,118700,בנזין,150
קיה,נירו,2016,1580,125777,2,אוטומטית,אפור,פרטי,88900,בנזין,141
פורד,קוגה,2019,1498,87392,1,אוטומטית,שחור,ליסינג,82150,בנזין,175
קיה,נירו,2019,1580,57688,1,אוטומטית,טורקיז,חברה,118900,בנזין,141
אופל,קרוסלנד,2019,1199,58374,1,אוטומטית,שנהב לבן,ליסינג,63243,בנזין,110
פיג'ו,2008,2017,1199,71000,2,אוטומטית,שנהב לבן,פרטי,56900,בנזין,110
איווייס,U5,2022,0,133,1,אוטומטית,שנהב לבן,חברה,200700,חשמל,204
יונדאי,איוניק,2019,1580,83320,2,אוטומטית,שנהב לבן,פרטי,99900,בנזין,141
קיה,פיקנטו,2019,1248,103894,1,אוטומטית,כסף,השכרה,58953,בנזין,84
מאזדה,3,2015,1998,107000,1,אוטומטית,אדום,חברה,74900,בנזין,165
סיאט,לאון,2014,1197,157000,3,אוטומטית,אדום,פרטי,39000,בנזין,105
קיה,ספורטאז,2020,1999,32050,1,אוטומטית,שחור,פרטי,130900,בנזין,155
פיג'ו,208,2018,1199,99385,1,אוטומטית,אפור,פרטי,55000,בנזין,110
מרצדס,A-Class,2020,1333,45167,1,אוטומטית,שחור,השכרה,152485,בנזין,136
פיג'ו,3008,2019,1199,97029,1,אוטומטית,אפור ברונזה,-,109900,בנזין,130
סקודה,קארוק,2018,1498,63000,1,אוטומטית,אפור כהה,פרטי,115000,בנזין,150
קיה,סטוניק,2020,998,35904,1,אוטומטית,אפור,פרטי,106900,בנזין,120
קיה,ספורטאז,2016,1591,89500,1,אוטומטית,שנהב לבן,חברה,87900,בנזין,177
שברולט,טראוורס,2016,3564,107000,2,אוטומטית,שנהב לבן,חברה,117000,בנזין,281
קיה,פיקנטו,2018,1248,82000,1,אוטומטית,שחור,פרטי,74900,בנזין,84
אאודי,Q3,2023,1498,0,1,אוטומטית,שחור מטלי,חברה,299500,בנזין,150
מיצובישי,ASX,2019,1998,41385,1,אוטומטית,אפור,חברה,101900,בנזין,150
מיצובישי,L200,2021,2268,37100,2,אוטומטית,לבן,חברה,199900,דיזל,150
קיה,ספורטאז,2017,1591,87690,1,אוטומטית,לבן,-,98900,בנזין,177
ניסאן,מיקרה,2018,1198,92456,1,ידנית,שנהב לבן,חברה,40900,בנזין,80
טויוטה,קורולה,2019,1798,126533,1,אוטומטית,שנהב לבן,פרטי,104900,בנזין,98
יונדאי,I20,2021,998,103791,1,אוטומטית,כסף,ליסינג,90600,בנזין,100
קיה,ספורטאז,2019,1999,71100,1,אוטומטית,שחור,פרטי,114500,בנזין,155
קיה,פיקנטו,2015,1248,128500,1,אוטומטית,תכלת,חברה,49900,בנזין,85
מיצובישי,ASX,2020,1998,84742,1,אוטומטית,אפור,ליסינג,107434,בנזין,150
יונדאי,אקסנט,2020,1368,110717,1,אוטומטית,כסף,ליסינג,85781,בנזין,100
יונדאי,איוניק,2021,1580,57672,1,אוטומטית,שנהב לבן,ליסינג,126306,בנזין,141
קיה,נירו,2017,1580,95000,1,אוטומטית,שחור,חברה,96900,בנזין,141
קיה,ספורטאז,2016,1999,78000,1,אוטומטית,שנהב לבן,חברה,95900,בנזין,155
יונדאי,איוניק,2019,1580,110901,1,אוטומטית,שנהב לבן,ליסינג,101218,בנזין,141
יונדאי,טוסון,2019,1999,65757,1,אוטומטית,אפור,ליסינג,112557,בנזין,155
קיה,ספורטאז,2019,1999,45235,1,אוטומטית,כסוף כהה,פרטי,122900,בנזין,155
קיה,פיקנטו,2017,1248,111000,2,אוטומטית,כסף,חברה,62000,בנזין,84
ניסאן,קשקאי,2019,1197,27141,1,אוטומטית,שחור מטלי,פרטי,110900,בנזין,115
לקסוס,NX,2018,2494,57000,1,אוטומטית,שנהב לבן,פרטי,204000,בנזין,155
אאודי,Q5,2022,1984,190,1,אוטומטית,אפור כהה מטלי,פרטי,365000,בנזין,265
קיה,סורנטו,2020,2199,76775,1,אוטומטית,לבן,חברה,196900,דיזל,200
פיג'ו,3008,2020,1499,90320,1,אוטומטית,שנהב לבן,פרטי,125900,דיזל,130
סיאט,אטקה,2021,1498,44000,1,אוטומטית,שן פיל,פרטי,139000,בנזין,150
סיטרואן,ברלינגו,2018,1560,224000,2,ידנית,שנהב לבן,פרטי,49900,דיזל,100
אאודי,Q7 ‏E-TRON,2019,2967,83250,2,אוטומטית,לבן,פרטי,292800,חשמל/דיזל,374
טויוטה,קורולה,2017,1598,100000,2,אוטומטית,שנהב לבן,פרטי,78900,בנזין,132
סיאט,איביזה,2020,999,76953,1,אוטומטית,שנהב לבן,ליסינג,78563,בנזין,115
סקודה,אוקטביה,2017,1395,122000,2,אוטומטית,שנהב לבן,פרטי,76000,בנזין,150
סקודה,סופרב,2022,1395,0,0,אוטומטית,לבן,,298900,חשמל/בנזין,156
סוזוקי,ויטרה,2021,1373,34000,1,אוטומטית,אפור מטל,פרטי,119500,בנזין,129
פיג'ו,3008,2021,1499,95880,1,אוטומטית,לבן,-,140900,דיזל,130
מאזדה,3,2018,1998,79300,1,אוטומטית,שחור,פרטי,93500,בנזין,165
קיה,ריו,2022,998,10729,1,אוטומטית,שחור,פרטי,104900,בנזין,100
קיה,סלטוס,2022,1999,27179,1,אוטומטית,אפור,חברה,141900,בנזין,149
טויוטה,קורולה,2020,1798,63864,1,אוטומטית,שנהב לבן,ליסינג,118153,בנזין,98
קיה,נירו,2019,1580,79709,1,אוטומטית,שנהב לבן,ליסינג,109170,בנזין,141
מיצובישי,אאוטלנדר,2015,1998,117339,2,אוטומטית,כסף,חברה,90900,בנזין,150
מאזדה,CX-5,2013,1998,141000,3,אוטומטית,שנהב לבן,פרטי,63000,בנזין,155
יונדאי,טוסון,2019,1591,59392,1,אוטומטית,אפור,חברה,139900,בנזין,177
סקודה,קאמיק,2020,999,80949,1,אוטומטית,שחור מטלי,ליסינג,97360,בנזין,115
קיה,ספורטאז,2015,1591,119115,2,אוטומטית,שנהב לבן,פרטי,69900,בנזין,133
קיה,נירו,2019,1580,71579,1,אוטומטית,אפור בהיר,פרטי,121900,בנזין,141
יונדאי,קונה,2021,1598,15441,1,אוטומטית,בורדו,-,113900,בנזין,198
מיצובישי,אקליפס,2018,1499,64057,1,אוטומטית,שנהב לבן,פרטי,113900,בנזין,163
סיאט,ארונה,2019,999,56000,1,אוטומטית,שנהב לבן,פרטי,95500,בנזין,115
פולקסווגן,טיגואן,2020,1498,86000,1,אוטומטית,אפור כהה מטלי,פרטי,152000,בנזין,150
יונדאי,איוניק,2019,1580,109645,1,אוטומטית,אפור,ליסינג,89300,בנזין,141
קיה,נירו,2021,1580,50000,1,אוטומטית,שחור,פרטי,144900,חשמל/בנזין,141
קיה,פיקנטו,2019,1248,53000,1,אוטומטית,שנהב לבן,פרטי,77900,בנזין,84
מאזדה,CX-30,2021,1998,17500,3,אוטומטית,לבן,פרטי,142000,בנזין,165
פיג'ו,3008,2020,1199,51924,1,אוטומטית,אפור כהה,חברה,136900,בנזין,130
סקודה,אוקטביה,2018,999,122138,1,אוטומטית,כסף מטלי,השכרה,87600,בנזין,115
אאודי,Q5,2021,1968,16000,2,אוטומטית,לבן,פרטי,255000,דיזל,190
יונדאי,איוניק,2020,1580,57709,1,אוטומטית,כסוף כהה,ליסינג,113788,בנזין,141
קיה,נירו,2018,1580,102000,1,אוטומטית,אדום,חברה,100900,בנזין,141
שברולט,ספארק,2021,1399,13212,1,אוטומטית,לבן,חברה,85900,בנזין,98
קיה,נירו,2019,1580,38960,2,אוטומטית,שחור,-,115900,בנזין,141
סוזוקי,בלנו,2019,1242,64093,1,אוטומטית,כסף מטלי,חברה,74900,בנזין,90
